1487312325038,ACCEL,2.4229321,2.336741,9.414001
1487312325084,MAG,-5.64,29.82,-28.92
1487312325117,ACCEL,1.9632454,2.1164744,9.988609
1487312325196,ACCEL,1.4269443,1.5801731,11.051635
1487312325214,MAG,-5.46,29.939999,-28.92
1487312325275,ACCEL,1.1492168,1.8866309,11.051635
1487312325335,MAG,-4.3199997,30.3,-28.8
1487312325360,ACCEL,0.90021986,1.484405,10.611102
1487312325433,ACCEL,0.7182605,1.9728222,10.409989
1487312325459,MAG,-3.1799998,30.599998,-28.68
1487312325512,ACCEL,1.1971009,2.0207062,9.892841
1487312325542,ENTER
1487312325584,MAG,-1.62,30.96,-28.32
1487312325591,ACCEL,1.043872,2.2505496,9.998186
1487312325671,ACCEL,0.9959879,2.1452048,10.160992
1487312325710,MAG,-0.84,30.96,-28.5
1487312325750,ACCEL,1.1300632,2.1164744,10.132261
1487312325829,ACCEL,0.9959879,2.0685902,10.28549
1487312325835,MAG,0.29999998,30.96,-28.619999
1487312325908,ACCEL,0.7086837,2.0590134,10.132261
1487312325960,MAG,1.1999999,30.84,-28.74
1487312325988,ACCEL,0.78529817,2.030283,10.084377
1487312326067,ACCEL,0.7661445,2.030283,10.295067
1487312326087,MAG,2.28,30.9,-28.74
1487312326146,ACCEL,0.6703765,2.087744,9.902418
1487312326210,MAG,3.36,31.019999,-28.859999
1487312326224,ACCEL,0.7278373,2.0207062,10.093954
1487312326304,ACCEL,0.62249243,2.0494366,9.950302
1487312326335,MAG,3.1799998,30.9,-29.22
1487312326383,ACCEL,0.62249243,2.0685902,9.892841
1487312326460,MAG,3.06,30.66,-29.279999
1487312326462,ACCEL,0.60333884,2.0685902,9.835381
1487312326541,ACCEL,0.6607997,1.934515,9.739613
1487312326585,MAG,2.8799999,30.779999,-29.64
1487312326621,ACCEL,0.4213795,1.8100165,10.247183
1487312326700,ACCEL,0.37349546,1.6759412,9.80665
1487312326718,MAG,3.06,31.019999,-29.46
1487312326779,ACCEL,0.9768343,1.5705963,11.674128
1487312326835,MAG,3.06,31.56,-29.22
1487312326864,ACCEL,0.1340753,1.8674773,12.373235
1487312326937,ACCEL,1.8962077,1.0055647,8.963891
1487312326963,MAG,2.6399999,32.1,-29.039999
1487312327017,ACCEL,-0.019153614,1.5705963,8.963891
1487312327085,MAG,2.1,32.34,-28.859999
1487312327095,ACCEL,1.388637,2.1930888,9.5385
1487312327175,ACCEL,0.5363012,1.9249382,10.247183
1487312327210,MAG,1.86,32.28,-28.859999
1487312327254,ACCEL,-1.1587936,2.9783869,9.653421
1487312327333,ACCEL,-1.2258313,2.72939,9.77792
1487312327335,MAG,2.04,31.98,-28.92
1487312327413,ACCEL,-1.1492168,2.825158,9.710882
1487312327460,MAG,2.22,31.8,-29.46
1487312327491,ACCEL,-1.091756,2.72939,9.710882
1487312327571,ACCEL,-0.842759,2.8060043,9.203311
1487312327592,MAG,2.22,31.199999,-30.0
1487312327650,ACCEL,-1.0630256,2.4995465,9.030929
1487312327710,MAG,2.58,30.66,-30.3
1487312327729,ACCEL,-1.3599066,2.3942018,9.883265
1487312327808,ACCEL,-0.89064306,1.9057846,10.649409
1487312327835,MAG,2.46,30.24,-30.84
1487312327888,ACCEL,-0.7374141,1.9536686,10.0748005
1487312327960,MAG,2.04,30.119999,-30.84
1487312327966,ACCEL,-0.79487497,1.4269443,10.409989
1487312328046,ACCEL,-1.0630256,1.3790601,10.189722
1487312328086,MAG,1.56,30.06,-30.84
1487312328125,ACCEL,-1.6184803,1.3790601,10.160992
1487312328204,ACCEL,-1.541866,1.3311762,10.103531
1487312328220,MAG,0.78,30.3,-30.66
1487312328283,ACCEL,-0.81402856,1.2162545,10.515334
1487312328336,MAG,-0.42,30.539999,-30.42
1487312328362,ACCEL,-0.7278373,1.4556746,9.442732
1487312328442,ACCEL,-1.1875241,1.5035586,10.237606
1487312328469,MAG,-1.68,31.019999,-29.88
1487312328521,ACCEL,-1.541866,1.3982137,10.323798
1487312328586,MAG,-2.7,31.619999,-29.279999
1487312328603,ACCEL,-1.9919758,1.4748282,10.25676
1487312328679,ACCEL,-2.9017725,1.8674773,11.195287
1487312328711,MAG,-3.1799998,32.1,-28.92
1487312328758,ACCEL,-2.1643584,2.4899697,12.660539
1487312328836,MAG,-3.4199998,32.28,-28.859999
1487312328837,ACCEL,-2.1643584,2.566584,15.160085
1487312328916,ACCEL,-5.6407394,5.6407394,8.896853
1487312328961,MAG,-2.1,30.84,-29.88
1487312328995,ACCEL,-3.9839516,4.1946416,-1.1683705
1487312329075,ACCEL,-0.78529817,1.5801731,-4.232949
1487312329086,MAG,1.92,25.619999,-30.24
1487312329154,ACCEL,-2.0685902,3.4380736,-4.9895163
1487312329211,MAG,6.8999996,19.08,-27.9
