1484981314592,ACCEL,2.087744,3.5913026,9.3182335
1484981314641,MAG,-20.88,25.8,-28.92
1484981314671,ACCEL,1.8291701,3.86903,9.873688
1484981314750,ACCEL,1.9153614,3.4380736,9.969456
1484981314775,MAG,-21.0,26.099998,-28.8
1484981314829,ACCEL,1.982399,2.920926,9.528923
1484981314892,MAG,-20.699999,26.76,-29.039999
1484981314910,ACCEL,1.3790601,2.920926,10.390836
1484981314987,ACCEL,0.93852705,2.0398598,11.204864
1484981315016,MAG,-19.92,27.72,-29.099998
1484981315066,ACCEL,0.6703765,2.2505496,10.113108
1484981315141,MAG,-19.38,28.859999,-29.279999
1484981315156,ACCEL,0.8523358,2.1739352,10.457873
1484981315225,ACCEL,1.0055647,2.231396,9.797073
1484981315267,MAG,-18.48,29.88,-29.46
1484981315303,ACCEL,1.1587936,2.4037786,10.160992
1484981315383,ACCEL,1.2066777,2.4516625,10.103531
1484981315392,MAG,-18.24,30.84,-29.519999
1484981315462,ACCEL,1.1109096,2.4516625,10.103531
1484981315517,MAG,-17.76,31.74,-29.88
1484981315541,ACCEL,1.2545617,2.4516625,10.362105
1484981315620,ACCEL,1.3024458,2.327164,10.6398325
1484981315642,MAG,-17.52,32.7,-29.88
1484981315699,ACCEL,1.1204864,2.4133554,10.103531
1484981315767,MAG,-16.8,33.42,-29.939999
1484981315784,ACCEL,1.0151415,2.6240451,9.998186
1484981315857,ACCEL,1.2162545,2.384625,10.141838
1484981315892,MAG,-16.8,33.48,-29.88
1484981315936,ACCEL,1.1875241,2.4612393,10.208876
1484981316015,ACCEL,1.1109096,2.4037786,10.170568
1484981316016,MAG,-17.22,33.42,-29.88
1484981316094,ACCEL,1.1492168,2.4037786,10.28549
1484981316142,MAG,-17.34,33.12,-29.699999
1484981316173,ACCEL,1.1875241,2.4516625,10.352529
1484981316252,ACCEL,1.1683705,2.5091233,10.28549
1484981316267,MAG,-17.76,32.88,-29.82
1484981316331,ACCEL,1.1683705,2.336741,10.151415
1484981316392,MAG,-17.52,32.76,-30.06
1484981316412,ACCEL,0.8331822,2.8921957,9.998186
1484981316490,ACCEL,1.1013328,2.7389667,10.160992
1484981316517,MAG,-17.699999,32.399998,-30.06
1484981316569,ACCEL,1.1971009,2.5187001,10.362105
1484981316642,MAG,-17.46,32.219997,-30.06
1484981316648,ACCEL,1.13964,2.4899697,10.084377
1484981316727,ACCEL,0.93852705,2.7964275,9.844957
1484981316767,MAG,-17.64,31.8,-30.42
1484981316806,ACCEL,1.1109096,2.7581203,10.342952
1484981316834,GPS,21.002925815475194,105.82044127897589
1484981316885,ACCEL,1.13964,2.585738,9.653421
1484981316892,MAG,-17.64,31.619999,-30.66
1484981316964,ACCEL,0.93852705,2.585738,9.998186
1484981317017,MAG,-17.64,31.439999,-31.019999
1484981317043,ACCEL,1.1204864,2.7485435,9.883265
1484981317122,ACCEL,1.388637,2.4133554,10.371682
1484981317142,MAG,-17.76,31.26,-31.26
1484981317202,ACCEL,0.92895025,2.480393,9.969456
1484981317268,MAG,-17.58,31.26,-31.26
1484981317290,ACCEL,0.63206923,2.767697,9.77792
1484981317360,ACCEL,1.2545617,2.1260512,10.850522
1484981317393,MAG,-18.06,31.08,-31.26
1484981317438,ACCEL,1.3024458,2.1930888,10.247183
1484981317518,MAG,-18.06,31.26,-30.84
1484981317519,ACCEL,0.48841715,2.327164,9.730036
1484981317597,ACCEL,1.2737153,2.5378537,10.94629
1484981317643,MAG,-18.42,31.14,-30.9
1484981317676,ACCEL,1.8100165,2.078167,9.797073
1484981317755,ACCEL,1.4556746,1.8962077,10.70687
1484981317768,MAG,-19.14,31.38,-30.359999
1484981317821,GPS,21.002966932580303,105.82039208959758
1484981317846,ACCEL,1.2258313,2.1547816,10.515334
1484981317893,MAG,-19.68,31.619999,-29.64
1484981317914,ACCEL,1.283292,2.1068976,10.668563
1484981317993,ACCEL,1.9632454,2.0494366,11.051635
1484981318017,MAG,-20.1,31.439999,-28.92
1484981318072,ACCEL,1.934515,1.2449849,6.4643445
1484981318143,MAG,-20.22,31.38,-28.14
1484981318151,ACCEL,-0.22026655,1.0534488,12.679692
1484981318230,ACCEL,-0.4213795,1.5227122,10.25676
1484981318268,MAG,-20.46,31.38,-28.08
1484981318310,ACCEL,-0.1436521,1.9536686,10.457873
1484981318389,ACCEL,0.47884035,2.384625,10.342952
1484981318393,MAG,-20.64,30.84,-27.96
1484981318468,ACCEL,0.32561144,2.930503,10.448297
1484981318518,MAG,-21.539999,30.06,-28.08
1484981318546,ACCEL,1.2641385,3.5434184,9.452309
1484981318626,ACCEL,2.882619,3.4763808,8.734048
1484981318645,MAG,-22.439999,28.8,-27.72
1484981318705,ACCEL,3.3806129,3.2273839,9.337387
1484981318768,MAG,-23.22,27.18,-26.88
1484981318795,ACCEL,3.2273839,3.2752678,9.385271
1484981318814,GPS,21.002966932580303,105.82039208959758
1484981318863,ACCEL,4.050989,2.384625,8.619126
1484981318893,MAG,-24.539999,25.8,-25.74
1484981318943,ACCEL,5.133168,1.8962077,5.6886234
1484981319018,MAG,-25.859999,25.019999,-23.88
1484981319021,ACCEL,3.5051112,-1.9536686,11.894394
1484981319101,ACCEL,2.6431987,-2.3175871,12.191275
1484981319143,MAG,-26.76,26.34,-21.9
1484981319180,ACCEL,15.47612,3.5051112,1.4939818
1484981319259,ACCEL,7.297527,-0.545878,5.995081
1484981319273,MAG,-24.3,28.98,-20.52
1484981319338,ACCEL,6.6654577,-3.5817258,7.038953
1484981319393,MAG,-20.22,32.34,-18.42
1484981319422,ACCEL,7.9487495,-3.3901896,-3.1411927
1484981319496,ACCEL,13.043611,-8.628703,-2.9879637
1484981319525,MAG,-15.54,35.76,-16.619999
1484981319575,ACCEL,4.146757,-8.169016,-3.572149
1484981319643,MAG,-8.88,39.78,-13.86
1484981319654,ACCEL,1.283292,-9.3182335,5.3342814
1484981319734,ACCEL,7.07726,-15.533581,0.50757074
1484981319768,MAG,-0.9,43.559998,-11.28
1484981319816,ACCEL,3.916914,-7.4124484,0.9768343
1484981319817,GPS,21.002966932580303,105.82039208959758
1484981319892,ACCEL,3.3423057,-8.916007,1.1204864
1484981319893,MAG,8.04,46.92,-9.719999
1484981319971,ACCEL,8.408437,-9.816227,-1.0342951
1484981320018,MAG,15.719999,50.46,-9.66
1484981320050,ACCEL,7.28795,-6.090849,-0.80445176
1484981320129,ACCEL,7.9104424,-6.9048777,-1.7908629
1484981320150,MAG,21.48,52.32,-9.48
1484981320208,ACCEL,7.97748,-6.157887,-1.8387469
1484981320269,MAG,23.16,52.739998,-7.8599997
1484981320287,ACCEL,8.2169,-6.3206925,-2.4037786
1484981320367,ACCEL,8.111555,-6.042965,-1.6376339
1484981320394,MAG,23.46,52.92,-6.54
1484981320446,ACCEL,8.485051,-5.7748146,-1.8100165
1484981320518,MAG,23.519999,53.28,-5.52
1484981320524,ACCEL,8.37013,-5.707777,-1.8770541
1484981320604,ACCEL,8.465898,-5.8322754,-2.030283
1484981320643,MAG,21.66,53.64,-5.58
1484981320683,ACCEL,8.274361,-5.2959743,-2.566584
1484981320762,ACCEL,8.274361,-5.449203,-3.3327289
1484981320778,MAG,18.84,54.36,-6.3599997
1484981320841,ACCEL,8.2169,-5.0374002,-4.012682
1484981320894,MAG,15.42,55.68,-6.42
1484981320920,ACCEL,7.785944,-4.5202527,-3.8786068
1484981320999,ACCEL,7.7572136,-4.673482,-3.9935284
1484981321027,MAG,13.0199995,56.16,-5.58
1484981321078,ACCEL,8.034941,-4.673482,-3.8786068
1484981321116,GPS,21.002966932580303,105.82039208959758
1484981321144,MAG,11.7,55.98,-5.4
1484981321158,ACCEL,7.97748,-4.7884035,-3.2848446
1484981321237,ACCEL,8.169016,-4.855441,-3.6966474
1484981321269,MAG,11.219999,56.399998,-5.22
1484981321316,ACCEL,8.8777,-3.9264908,-2.6048915
1484981321394,MAG,10.44,56.579998,-5.7
